Chrom	Bin-Pos	POP30_88
Chr03	13195000	39
Chr03	13200000	53
Chr03	13205000	36
Chr03	13210000	51
Chr03	13220000	58
Chr03	13240000	24
Chr03	13245000	59
Chr03	13250000	47
Chr03	13255000	45
Chr03	13260000	53
Chr03	13270000	39
Chr03	13275000	57
Chr03	13290000	15
Chr03	13295000	23
Chr03	13300000	27
Chr03	13305000	65
Chr03	13320000	12
Chr03	13325000	34
Chr03	13330000	17
Chr03	13335000	45
Chr03	13340000	55
Chr03	13345000	40
Chr03	13350000	34
Chr03	13355000	17
Chr03	13360000	41
Chr03	13365000	31
Chr03	13370000	42
Chr03	13375000	49
Chr03	13380000	32
Chr03	13385000	49
Chr03	13395000	58
Chr03	13405000	43
Chr03	13410000	46
Chr03	13415000	38
Chr03	13420000	44
Chr03	13425000	24
Chr03	13430000	38
Chr03	13435000	44
Chr03	13445000	23
Chr03	13450000	51
Chr03	13455000	34
Chr03	13470000	26
Chr03	13475000	13
Chr03	13480000	30
Chr03	13485000	37
Chr03	13490000	40
Chr03	13495000	20
Chr03	13500000	21
Chr03	13505000	30
Chr03	13515000	16
Chr03	13520000	36
Chr03	13525000	11
Chr03	13530000	46
Chr03	13535000	16
Chr03	13545000	20
Chr03	13550000	19
Chr03	13555000	29
Chr03	13560000	53
Chr03	13565000	14
Chr03	13570000	17
Chr03	13575000	35
Chr03	13585000	67
Chr03	13595000	18
Chr03	13605000	42
Chr03	13610000	34
Chr03	13625000	66
Chr03	13635000	47
Chr03	13640000	15
Chr03	13645000	13
Chr03	13650000	11
Chr03	13655000	63
Chr03	13660000	25
Chr03	13665000	48
Chr03	13670000	37
Chr03	13680000	33
Chr03	13695000	47
Chr03	13700000	38
Chr03	13705000	49
Chr03	13710000	58
Chr03	13715000	43
Chr03	13720000	60
Chr03	13735000	47
Chr03	13745000	45
Chr03	13750000	51
Chr03	13760000	36
Chr03	13765000	34
Chr03	13770000	33
Chr03	13775000	30
Chr03	13785000	19
Chr03	13800000	29
Chr03	13810000	53
Chr03	13815000	59
Chr03	13820000	46
Chr03	13825000	38
Chr03	13835000	37
Chr03	13840000	34
Chr03	13845000	23
Chr03	13850000	29
Chr03	13855000	53
Chr03	13865000	10
Chr03	13870000	13
Chr03	13875000	18
Chr03	13885000	43
Chr03	13890000	45
Chr03	13895000	29
Chr03	13910000	63
Chr03	13915000	62
Chr03	13920000	17
Chr03	13925000	14
Chr03	13935000	46
Chr03	13945000	65
Chr03	13950000	25
Chr03	13965000	20
Chr03	13970000	19
Chr03	13975000	49
Chr03	13985000	14
Chr03	13990000	39
Chr03	13995000	46
Chr03	14000000	15
Chr03	14010000	39
Chr03	14015000	50
Chr03	14020000	13
Chr03	14035000	20
Chr03	14040000	18
Chr03	14045000	13
Chr03	14050000	46
Chr03	14055000	52
Chr03	14065000	39
Chr03	14070000	20
Chr03	14075000	48
Chr03	14080000	23
Chr03	14085000	57
Chr03	14090000	10
Chr03	14100000	66
Chr03	14105000	48
Chr03	14110000	37
Chr03	14115000	27
Chr03	14120000	26
Chr03	14125000	33
Chr03	14135000	37
Chr03	14140000	44
Chr03	14145000	11
Chr03	14150000	44
Chr03	14155000	15
Chr03	14160000	50
Chr03	14165000	50
Chr03	14170000	30
Chr03	14175000	52
Chr03	14185000	56
Chr03	14190000	41
Chr03	14195000	18
Chr03	14200000	56
Chr03	14210000	45
Chr03	14215000	30
Chr03	14220000	27
Chr03	14230000	44
Chr03	14235000	29
Chr03	14240000	34
Chr03	14245000	47
Chr03	14250000	16
Chr03	14255000	18
Chr03	14260000	60
Chr03	14265000	14
Chr03	14275000	26
Chr03	14290000	34
Chr03	14295000	24
Chr03	14300000	18
Chr03	14305000	17
Chr03	14310000	37
Chr03	14315000	13
Chr03	14320000	36
Chr03	14330000	30
Chr03	14335000	47
Chr03	14340000	18
Chr03	14345000	38
Chr03	14350000	45
Chr03	14355000	33
Chr03	14360000	24
Chr03	14365000	34
Chr03	14370000	64
Chr03	14375000	39
Chr03	14380000	15
Chr03	14385000	25
Chr03	14390000	28
Chr03	14395000	41
Chr03	14400000	71
Chr03	14405000	49
Chr03	14425000	12
Chr03	14430000	60
Chr03	14435000	54
Chr03	14445000	10
Chr03	14450000	56
Chr03	14455000	31
Chr03	14460000	33
Chr03	14470000	28
Chr03	14475000	62
Chr03	14480000	35
Chr03	14485000	37
Chr03	14495000	47
Chr03	14505000	42
Chr03	14510000	28
Chr03	14515000	39
Chr03	14520000	17
Chr03	14525000	64
Chr03	14530000	57
Chr03	14535000	24
Chr03	14540000	40
Chr03	14545000	26
Chr03	14550000	21
Chr03	14555000	53
Chr03	14560000	41
Chr03	14565000	57
Chr03	14570000	37
Chr03	14575000	39
Chr03	14580000	32
Chr03	14590000	17
Chr03	14595000	36
Chr03	14605000	46
Chr03	14610000	48
Chr03	14615000	23
Chr03	14620000	39
Chr03	14625000	34
Chr03	14635000	37
Chr03	14645000	31
Chr03	14650000	21
Chr03	14660000	47
Chr03	14665000	25
Chr03	14675000	56
Chr03	14680000	55
Chr03	14685000	23
Chr03	14690000	41
Chr03	14695000	19
Chr03	14700000	30
Chr03	14710000	31
Chr03	14715000	52
Chr03	14720000	46
Chr03	14725000	23
Chr03	14735000	41
Chr03	14740000	49
Chr03	14745000	30
Chr03	14750000	19
Chr03	14755000	17
Chr03	14760000	21
Chr03	14765000	48
Chr03	14770000	55
Chr03	14780000	45
Chr03	14785000	54
Chr03	14790000	57
Chr03	14795000	35
Chr03	14800000	14
Chr03	14805000	54
Chr03	14810000	37
Chr03	14815000	49
Chr03	14820000	45
Chr03	14825000	29
Chr03	14835000	31
Chr03	14840000	24
Chr03	14850000	40
Chr03	14855000	51
Chr03	14860000	42
Chr03	14865000	54
Chr03	14875000	32
Chr03	14880000	38
Chr03	14885000	48
Chr03	14890000	49
Chr03	14895000	35
Chr03	14900000	31
Chr03	14905000	25
Chr03	14910000	55
Chr03	14915000	38
Chr03	14920000	22
Chr03	14925000	46
Chr03	14930000	38
Chr03	14935000	43
Chr03	14940000	61
Chr03	14950000	55
Chr03	14955000	62
Chr03	14960000	66
Chr03	14965000	31
Chr03	14970000	21
Chr03	14975000	41
Chr03	14980000	42
Chr03	14985000	37
Chr03	14990000	39
Chr03	14995000	46
Chr03	15000000	34
Chr03	15005000	25
Chr03	15015000	37
Chr03	15020000	27
Chr03	15025000	48
Chr03	15035000	38
Chr03	15045000	43
Chr03	15050000	32
Chr03	15055000	32
Chr03	15060000	40
Chr03	15075000	36
Chr03	15080000	41
Chr03	15085000	10
Chr03	15090000	49
Chr03	15100000	23
Chr03	15105000	17
Chr03	15115000	41
Chr03	15120000	38
Chr03	15125000	27
Chr03	15130000	43
Chr03	15135000	41
Chr03	15140000	14
Chr03	15145000	43
Chr03	15150000	45
Chr03	15155000	38
Chr03	15165000	39
Chr03	15180000	40
Chr03	15190000	30
Chr03	15195000	64
Chr03	15200000	48
Chr03	15215000	35
Chr03	15220000	35
Chr03	15225000	47
Chr03	15235000	43
Chr03	15240000	31
Chr03	15245000	51
Chr03	15260000	58
Chr03	15265000	29
Chr03	15270000	35
Chr03	15275000	13
Chr03	15280000	38
Chr03	15290000	26
Chr03	15300000	43
Chr03	15305000	43
Chr03	15310000	26
Chr03	15320000	29
Chr03	15325000	46
Chr03	15330000	42
Chr03	15345000	24
Chr03	15350000	72
Chr03	15355000	25
Chr03	15360000	26
Chr03	15365000	13
Chr03	15370000	34
Chr03	15375000	14
Chr03	15380000	29
Chr03	15390000	18
Chr03	15395000	45
Chr03	15405000	43
Chr03	15410000	35
Chr03	15415000	22
Chr03	15425000	32
Chr03	15430000	39
Chr03	15435000	20
Chr03	15440000	13
Chr03	15450000	23
Chr03	15455000	23
Chr03	15460000	38
Chr03	15465000	27
Chr03	15480000	85
Chr03	15485000	81
Chr03	15490000	29
Chr03	15495000	29
Chr03	15505000	59
Chr03	15510000	15
Chr03	15515000	31
Chr03	15520000	37
Chr03	15525000	12
Chr03	15530000	19
Chr03	15545000	39
Chr03	15550000	23
Chr03	15560000	49
Chr03	15565000	44
Chr03	15570000	39
Chr03	15580000	25
Chr03	15595000	23
Chr03	15600000	23
Chr03	15605000	12
Chr03	15610000	21
Chr03	15615000	34
Chr03	15620000	16
Chr03	15625000	36
Chr03	15630000	39
Chr03	15635000	21
Chr03	15640000	47
Chr03	15650000	43
Chr03	15655000	21
Chr03	15660000	25
Chr03	15665000	56
Chr03	15670000	23
Chr03	15680000	51
Chr03	15685000	49
Chr03	15690000	34
Chr03	15695000	38
Chr03	15705000	14
Chr03	15710000	25
Chr03	15715000	35
Chr03	15720000	14
Chr03	15730000	16
Chr03	15745000	43
Chr03	15755000	10
Chr03	15760000	45
Chr03	15765000	64
Chr03	15770000	33
Chr03	15785000	50
Chr03	15790000	16
Chr03	15795000	55
Chr03	15800000	56
Chr03	15805000	33
Chr03	15810000	44
Chr03	15815000	46
Chr03	15820000	53
Chr03	15825000	16
Chr03	15830000	23
Chr03	15835000	21
Chr03	15840000	50
Chr03	15845000	48
Chr03	15850000	36
Chr03	15855000	36
Chr03	15860000	24
Chr03	15870000	42
Chr03	15875000	59
Chr03	15885000	53
Chr03	15890000	19
Chr03	15895000	34
Chr03	15900000	46
Chr03	15910000	20
Chr03	15915000	16
Chr03	15920000	33
Chr03	15925000	27
Chr03	15930000	12
Chr03	15935000	45
Chr03	15940000	37
Chr03	15945000	10
Chr03	15950000	50
Chr03	15960000	37
Chr03	15965000	56
Chr03	15970000	33
Chr03	15975000	42
Chr03	15980000	61
Chr03	15985000	24
Chr03	15990000	56
Chr03	16005000	31
Chr03	16010000	48
Chr03	16015000	36
Chr03	16020000	46
Chr03	16025000	30
Chr03	16030000	30
Chr03	16045000	11
Chr03	16050000	26
Chr03	16055000	29
Chr03	16060000	40
Chr03	16065000	33
Chr03	16070000	40
Chr03	16075000	39
Chr03	16090000	36
Chr03	16095000	50
Chr03	16105000	48
Chr03	16110000	25
Chr03	16120000	35
Chr03	16135000	46
Chr03	16140000	21
Chr03	16145000	33
Chr03	16155000	48
Chr03	16160000	44
Chr03	16165000	50
Chr03	16170000	49
Chr03	16180000	19
Chr03	16185000	54
Chr03	16190000	35
Chr03	16195000	56
Chr03	16200000	20
Chr03	16205000	50
Chr03	16210000	13
Chr03	16215000	14
Chr03	16220000	40
Chr03	16225000	48
Chr03	16230000	26
Chr03	16235000	24
Chr03	16240000	24
Chr03	16245000	30
Chr03	16260000	10
Chr03	16275000	47
Chr03	16280000	27
Chr03	16285000	37
Chr03	16290000	15
Chr03	16300000	67
Chr03	16305000	10
Chr03	16315000	46
Chr03	16320000	33
Chr03	16325000	41
Chr03	16335000	19
Chr03	16345000	49
Chr03	16350000	48
Chr03	16355000	58
Chr03	16360000	39
Chr03	16365000	40
Chr03	16370000	52
Chr03	16375000	46
Chr03	16380000	39
Chr03	16390000	48
Chr03	16395000	42
Chr03	16400000	10
Chr03	16405000	65
Chr03	16410000	48
Chr03	16420000	13
Chr03	16425000	60
Chr03	16430000	24
Chr03	16435000	19
Chr03	16440000	29
Chr03	16445000	46
Chr03	16455000	15
Chr03	16460000	53
Chr03	16465000	52
Chr03	16475000	33
Chr03	16480000	12
Chr03	16495000	14
Chr03	16500000	50
Chr03	16505000	44
Chr03	16510000	51
Chr03	16520000	12
Chr03	16525000	41
Chr03	16530000	29
Chr03	16535000	50
Chr03	16540000	48
Chr03	16545000	35
Chr03	16550000	65
Chr03	16560000	52
Chr03	16565000	70
Chr03	16575000	27
Chr03	16605000	42
Chr03	16615000	51
Chr03	16625000	11
Chr03	16630000	37
Chr03	16635000	47
Chr03	16640000	28
Chr03	16645000	39
Chr03	16650000	22
Chr03	16655000	13
Chr03	16660000	15
Chr03	16665000	48
Chr03	16695000	23
Chr03	16700000	1078
Chr03	16770000	37
Chr03	16775000	36
Chr03	16785000	44
Chr03	16790000	22
Chr03	16795000	45
Chr03	16805000	54
Chr03	16825000	54
Chr03	16830000	49
Chr03	16835000	26
Chr03	16845000	41
Chr03	16855000	48
Chr03	16860000	17
Chr03	16865000	22
Chr03	16870000	42
Chr03	16875000	11
Chr03	16880000	37
Chr03	16890000	49
Chr03	16895000	35
Chr03	16900000	16
Chr03	16905000	17
Chr03	16910000	44
Chr03	16915000	37
Chr03	16920000	36
Chr03	16930000	20
Chr03	16935000	23
Chr03	16940000	36
Chr03	16945000	31
Chr03	16950000	46
Chr03	16955000	28
Chr03	16960000	44
Chr03	16965000	44
Chr03	16970000	23
Chr03	16975000	46
Chr03	16980000	18
Chr03	16985000	48
Chr03	16990000	15
Chr03	16995000	63
Chr03	17000000	37
Chr03	17005000	36
Chr03	17010000	53
Chr03	17015000	44
Chr03	17020000	32
Chr03	17025000	35
Chr03	17035000	64
Chr03	17045000	48
Chr03	17050000	14
Chr03	17060000	24
Chr03	17065000	37
Chr03	17070000	60
Chr03	17075000	29
Chr03	17080000	59
Chr03	17085000	40
Chr03	17090000	68
Chr03	17095000	35
Chr03	17100000	19
Chr03	17105000	58
Chr03	17110000	67
Chr03	17115000	32
Chr03	17125000	21
Chr03	17130000	47
Chr03	17140000	35
Chr03	17145000	18
Chr03	17150000	21
Chr03	17160000	43
Chr03	17165000	10
Chr03	17175000	38
Chr03	17180000	39
Chr03	17185000	43
Chr03	17190000	26
Chr03	17195000	31
Chr03	17205000	46
Chr03	17215000	38
Chr03	17220000	25
Chr03	17225000	17
Chr03	17230000	16
Chr03	17235000	42
Chr03	17240000	43
Chr03	17245000	57
Chr03	17250000	56
Chr03	17255000	43
Chr03	17260000	38
Chr03	17265000	41
Chr03	17270000	50
Chr03	17275000	16
Chr03	17290000	39
Chr03	17300000	58
Chr03	17305000	44
Chr03	17310000	10
Chr03	17315000	38
Chr03	17325000	32
Chr03	17330000	43
Chr03	17335000	34
Chr03	17340000	46
Chr03	17345000	26
Chr03	17350000	29
Chr03	17355000	61
Chr03	17360000	34
Chr03	17365000	53
Chr03	17370000	33
Chr03	17375000	13
Chr03	17380000	45
Chr03	17385000	45
Chr03	17395000	46
Chr03	17400000	43
Chr03	17405000	24
Chr03	17415000	33
Chr03	17420000	37
Chr03	17425000	41
Chr03	17430000	44
Chr03	17445000	62
Chr03	17450000	42
Chr03	17460000	26
Chr03	17465000	28
Chr03	17475000	55
Chr03	17480000	35
Chr03	17485000	47
Chr03	17490000	24
Chr03	17505000	47
Chr03	17510000	34
Chr03	17515000	54
Chr03	17520000	39
Chr03	17525000	57
Chr03	17530000	27
Chr03	17540000	25
Chr03	17545000	41
Chr03	17550000	27
Chr03	17555000	40
Chr03	17560000	44
Chr03	17565000	32
Chr03	17575000	58
Chr03	17580000	40
Chr03	17585000	12
Chr03	17590000	27
Chr03	17595000	148
Chr03	17610000	18
Chr03	17615000	34
Chr03	17620000	47
Chr03	17625000	18
Chr03	17630000	42
Chr03	17635000	47
Chr03	17640000	37
Chr03	17645000	43
Chr03	17660000	23
Chr03	17670000	40
Chr03	17675000	48
Chr03	17685000	48
Chr03	17690000	66
Chr03	17695000	49
Chr03	17700000	41
Chr03	17705000	42
Chr03	17725000	23
Chr03	17730000	18
Chr03	17735000	25
Chr03	17740000	13
Chr03	17745000	50
Chr03	17750000	42
Chr03	17765000	40
Chr03	17770000	53
Chr03	17775000	36
Chr03	17780000	37
Chr03	17785000	37
Chr03	17790000	45
Chr03	17795000	42
Chr03	17810000	45
Chr03	17820000	35
Chr03	17825000	34
Chr03	17830000	27
Chr03	17835000	46
Chr03	17840000	14
Chr03	17845000	53
Chr03	17855000	63
Chr03	17870000	27
Chr03	17875000	15
Chr03	17880000	58
Chr03	17885000	54
Chr03	17890000	46
Chr03	17895000	16
Chr03	17900000	53
Chr03	17905000	58
Chr03	17915000	37
Chr03	17925000	21
Chr03	17930000	54
Chr03	17935000	38
Chr03	17940000	34
Chr03	17945000	34
Chr03	17960000	54
Chr03	17965000	37
Chr03	17970000	19
Chr03	17980000	38
Chr03	17990000	26
Chr03	17995000	65
Chr03	18015000	28
Chr03	18035000	45
Chr03	18040000	23
Chr03	18045000	34
Chr03	18050000	42
Chr03	18055000	44
Chr03	18070000	54
Chr03	18075000	40
Chr03	18080000	34
Chr03	18085000	51
Chr03	18090000	40
Chr03	18095000	90
Chr03	18105000	50
Chr03	18110000	30
Chr03	18115000	41
Chr03	18125000	48
Chr03	18130000	43
Chr03	18135000	10
Chr03	18140000	39
Chr03	18145000	19
Chr03	18155000	47
Chr03	18165000	34
Chr03	18175000	13
Chr03	18180000	64
Chr03	18185000	67
Chr03	18200000	27
Chr03	18210000	40
Chr03	18215000	19
Chr03	18230000	18
Chr03	18240000	46
Chr03	18245000	12
Chr03	18250000	22
Chr03	18255000	25
Chr03	18260000	59
Chr03	18265000	21
Chr03	18270000	51
Chr03	18275000	21
Chr03	18285000	28
Chr03	18290000	13
Chr03	18295000	57
Chr03	18310000	56
Chr03	18315000	43
Chr03	18320000	31
Chr03	18325000	53
Chr03	18330000	49
Chr03	18335000	54
Chr03	18340000	31
Chr03	18345000	50
Chr03	18350000	29
Chr03	18355000	42
Chr03	18360000	35
Chr03	18370000	52
Chr03	18385000	45
Chr03	18395000	24
Chr03	18400000	22
Chr03	18405000	57
Chr03	18410000	34
Chr03	18420000	47
Chr03	18425000	47
Chr03	18430000	17
Chr03	18435000	49
Chr03	18440000	13
Chr03	18445000	33
Chr03	18450000	28
Chr03	18455000	46
Chr03	18460000	39
Chr03	18465000	27
Chr03	18470000	41
Chr03	18475000	24
Chr03	18480000	14
Chr03	18495000	19
Chr03	18500000	39
Chr03	18520000	16
Chr03	18530000	11
Chr03	18535000	37
Chr03	18540000	32
Chr03	18545000	15
Chr03	18550000	51
Chr03	18560000	36
Chr03	18570000	23
Chr03	18575000	45
Chr03	18580000	25
Chr03	18585000	36
Chr03	18590000	36
Chr03	18595000	47
Chr03	18600000	16
Chr03	18605000	53
Chr03	18610000	54
Chr03	18615000	36
Chr03	18625000	41
Chr03	18630000	16
Chr03	18635000	23
Chr03	18640000	50
Chr03	18645000	14
Chr03	18650000	29
Chr03	18655000	35
Chr03	18680000	23
Chr03	18685000	60
Chr03	18690000	11
Chr03	18705000	44
Chr03	18710000	11
Chr03	18720000	19
Chr03	18725000	16
Chr03	18730000	39
Chr03	18735000	67
Chr03	18740000	16
Chr03	18745000	51
Chr03	18750000	50
Chr03	18760000	53
Chr03	18765000	44
Chr03	18770000	31
Chr03	18775000	26
Chr03	18780000	11
Chr03	18785000	46
Chr03	18790000	20
Chr03	18795000	77
Chr03	18800000	48
Chr03	18805000	37
Chr03	18810000	31
Chr03	18815000	64
Chr03	18825000	45
Chr03	18830000	45
Chr03	18850000	21
Chr03	18855000	275
Chr03	18880000	43
Chr03	18885000	59
Chr03	18890000	29
Chr03	18895000	27
Chr03	18900000	17
Chr03	18905000	36
Chr03	18910000	54
Chr03	18915000	28
Chr03	18920000	42
Chr03	18925000	37
Chr03	18930000	50
Chr03	18935000	43
Chr03	18945000	54
Chr03	18950000	12
Chr03	18955000	31
Chr03	18960000	21
Chr03	18970000	57
Chr03	18980000	60
Chr03	18985000	44
Chr03	18990000	54
Chr03	18995000	40
Chr03	19005000	42
Chr03	19010000	44
Chr03	19020000	35
Chr03	19025000	27
Chr03	19030000	46
Chr03	19035000	20
Chr03	19040000	42
Chr03	19045000	47
Chr03	19115000	41
Chr03	19120000	26
Chr03	19155000	29
Chr03	19165000	24
Chr03	19195000	24
Chr03	19230000	48
Chr03	19235000	40
Chr03	19240000	35
Chr03	19245000	52
Chr03	19250000	35
Chr03	19255000	46
Chr03	19260000	23
Chr03	19275000	29
Chr03	19285000	32
Chr03	19290000	26
Chr03	19295000	78
Chr03	19305000	37
Chr03	19310000	19
Chr03	19315000	55
Chr03	19320000	12
Chr03	19325000	30
Chr03	19330000	38
Chr03	19340000	21
Chr03	19355000	114
Chr03	19360000	46
Chr03	19365000	22
Chr03	19370000	33
Chr03	19375000	47
Chr03	19380000	43
Chr03	19385000	12
Chr03	19405000	12
Chr03	19420000	42
Chr03	19425000	14
Chr03	19430000	14
Chr03	19440000	53
Chr03	19445000	36
Chr03	19450000	47
Chr03	19455000	29
Chr03	19465000	43
Chr03	19475000	47
Chr03	19480000	40
Chr03	19485000	54
Chr03	19490000	33
Chr03	19495000	50
Chr03	19500000	42
Chr03	19510000	27
Chr03	19525000	15
Chr03	19530000	60
Chr03	19535000	22
Chr03	19540000	41
Chr03	19545000	60
Chr03	19550000	46
Chr03	19565000	25
Chr03	19570000	25
Chr03	19575000	41
Chr03	19580000	37
Chr03	19585000	40
Chr03	19595000	42
Chr03	19600000	34
Chr03	19605000	42
Chr03	19610000	48
Chr03	19615000	11
Chr03	19620000	40
Chr03	19635000	63
Chr03	19640000	35
Chr03	19645000	41
Chr03	19650000	27
Chr03	19660000	39
Chr03	19675000	43
Chr03	19680000	59
Chr03	19690000	53
Chr03	19695000	29
Chr03	19700000	43
Chr03	19705000	10
Chr03	19720000	35
Chr03	19730000	24
Chr03	19735000	11
Chr03	19740000	65
Chr03	19750000	44
Chr03	19755000	12
Chr03	19760000	55
Chr03	19765000	42
Chr03	19770000	14
Chr03	19775000	34
Chr03	19780000	18
Chr03	19785000	12
Chr03	19790000	59
Chr03	19795000	37
Chr03	19800000	46
Chr03	19805000	56
Chr03	19820000	70
Chr03	19825000	21
Chr03	19840000	19
Chr03	19845000	43
Chr03	19855000	13
Chr03	19860000	40
Chr03	19865000	54
Chr03	19870000	51
Chr03	19875000	20
Chr03	19880000	31
Chr03	19885000	39
Chr03	19890000	34
Chr03	19900000	56
Chr03	19905000	46
Chr03	19910000	47
Chr03	19915000	35
Chr03	19920000	51
Chr03	19925000	39
Chr03	19930000	50
Chr03	19935000	44
Chr03	19940000	42
Chr03	19945000	26
Chr03	19950000	28
Chr03	19955000	49
Chr03	19960000	18
Chr03	19965000	49
Chr03	19970000	40
Chr03	19975000	38
Chr03	19985000	16
Chr03	20005000	45
Chr03	20010000	66
Chr03	20020000	16
Chr03	20025000	50
Chr03	20030000	11
Chr03	20035000	37
Chr03	20045000	41
Chr03	20050000	23
Chr03	20055000	43
Chr03	20065000	55
Chr03	20070000	37
Chr03	20075000	59
Chr03	20080000	55
Chr03	20085000	37
Chr03	20090000	52
Chr03	20100000	39
Chr03	20105000	45
Chr03	20110000	15
Chr03	20150000	14
Chr03	20155000	36
Chr03	20210000	37
Chr03	20235000	20
Chr03	20250000	18
Chr03	20260000	15
Chr03	20270000	15
Chr03	20280000	11
Chr03	20300000	29
Chr03	20310000	43
Chr03	20315000	28
Chr03	20320000	38
Chr03	20325000	12
Chr03	20330000	40
Chr03	20335000	62
Chr03	20340000	55
Chr03	20345000	31
Chr03	20350000	24
Chr03	20355000	50
Chr03	20360000	31
Chr03	20370000	51
Chr03	20375000	52
Chr03	20385000	18
Chr03	20390000	33
Chr03	20395000	37
Chr03	20400000	51
Chr03	20405000	40
Chr03	20410000	52
Chr03	20420000	30
Chr03	20425000	49
Chr03	20430000	44
Chr03	20435000	22
Chr03	20440000	48
Chr03	20445000	55
Chr03	20450000	64
Chr03	20455000	23
Chr03	20460000	19
Chr03	20465000	26
Chr03	20470000	46
Chr03	20475000	34
Chr03	20480000	46
Chr03	20485000	78
Chr03	20490000	19
Chr03	20495000	44
Chr03	20500000	38
Chr03	20505000	49
Chr03	20510000	22
Chr03	20515000	43
Chr03	20520000	20
Chr03	20535000	51
Chr03	20540000	49
Chr03	20550000	15
Chr03	20555000	26
Chr03	20560000	47
Chr03	20570000	47
Chr03	20575000	33
Chr03	20585000	47
Chr03	20590000	45
Chr03	20595000	10
Chr03	20600000	42
Chr03	20605000	56
Chr03	20610000	36
Chr03	20615000	13
Chr03	20620000	48
Chr03	20625000	49
Chr03	20630000	60
Chr03	20635000	21
Chr03	20640000	19
Chr03	20650000	20
Chr03	20660000	41
Chr03	20670000	22
Chr03	20675000	20
Chr03	20685000	34
Chr03	20720000	71
Chr03	20730000	16
Chr03	20765000	27
Chr03	20770000	43
Chr03	20775000	36
Chr03	20780000	17
Chr03	20785000	18
Chr03	20790000	31
Chr03	20795000	46
Chr03	20800000	69
Chr03	20805000	34
Chr03	20850000	23
Chr03	20925000	47
Chr03	20930000	56
Chr03	20935000	54
Chr03	20940000	50
Chr03	20955000	35
Chr03	20975000	22
Chr03	20980000	50
Chr03	20985000	24
Chr03	20990000	21
Chr03	20995000	48
Chr03	21000000	33
Chr03	21005000	15
Chr03	21065000	19
Chr03	21075000	45
Chr03	21080000	27
Chr03	21085000	30
Chr03	21090000	48
Chr03	21095000	48
Chr03	21105000	42
Chr03	21110000	47
Chr03	21115000	38
Chr03	21120000	27
Chr03	21130000	33
Chr03	21135000	45
Chr03	21140000	31
Chr03	21150000	17
Chr03	21155000	16
Chr03	21160000	36
Chr03	21165000	20
Chr03	21170000	46
Chr03	21175000	67
Chr03	21180000	40
Chr03	21185000	30
Chr03	21190000	20
Chr03	21195000	46
Chr03	21200000	42
Chr03	21205000	30
Chr03	21210000	33
Chr03	21225000	54
Chr03	21230000	41
Chr03	21235000	33
Chr03	21240000	37
Chr03	21245000	33
Chr03	21250000	40
Chr03	21255000	37
Chr03	21265000	32
Chr03	21270000	43
Chr03	21275000	56
Chr03	21290000	40
Chr03	21300000	44
Chr03	21310000	19
Chr03	21325000	25
Chr03	21335000	45
Chr03	21340000	42
Chr03	21345000	60
Chr03	21350000	43
Chr03	21355000	43
Chr03	21370000	39
Chr03	21375000	34
Chr03	21380000	20
Chr03	21385000	40
Chr03	21390000	48
Chr03	21395000	75
Chr03	21400000	53
Chr03	21410000	35
Chr03	21415000	51
Chr03	21420000	14
Chr03	21430000	61
Chr03	21435000	58
Chr03	21440000	12
Chr03	21450000	55
Chr03	21455000	48
Chr03	21460000	65
Chr03	21465000	22
Chr03	21470000	19
Chr03	21475000	25
Chr03	21480000	50
Chr03	21485000	22
Chr03	21490000	55
Chr03	21495000	37
Chr03	21500000	14
Chr03	21505000	30
Chr03	21510000	33
Chr03	21515000	104
Chr03	21520000	26
Chr03	21525000	51
Chr03	21530000	66
Chr03	21535000	25
Chr03	21540000	15
Chr03	21545000	49
Chr03	21550000	58
Chr03	21565000	17
Chr03	21570000	36
Chr03	21575000	33
Chr03	21580000	43
Chr03	21585000	40
Chr03	21590000	37
Chr03	21595000	48
Chr03	21600000	28
Chr03	21605000	40
Chr03	21610000	35
Chr03	21615000	47
Chr03	21620000	37
Chr03	21625000	49
Chr03	21630000	31
Chr03	21635000	47
Chr03	21640000	54
Chr03	21645000	32
Chr03	21650000	64
Chr03	21655000	37
Chr03	21660000	21
Chr03	21665000	25
Chr03	21670000	55
Chr03	21675000	33
Chr03	21680000	23
Chr03	21695000	29
Chr03	21700000	56
Chr03	21705000	40
Chr03	21710000	43
Chr03	21715000	49
Chr03	21720000	49
Chr03	21725000	43
Chr03	21730000	15
Chr03	21735000	50
Chr03	21740000	38
Chr03	21750000	24
Chr03	21755000	35
Chr03	21760000	47
Chr03	21765000	61
Chr03	21770000	39
Chr03	21785000	28
Chr03	21815000	38
Chr04	40000	11
Chr04	50000	16
Chr04	60000	54
Chr04	75000	33
Chr04	80000	32
Chr04	90000	37
Chr04	95000	35
Chr04	100000	30
Chr04	105000	29
Chr04	110000	44
Chr04	115000	51
Chr04	120000	38
Chr04	125000	30
Chr04	130000	27
Chr04	135000	52
Chr04	145000	62
Chr04	150000	59
Chr04	155000	41
Chr04	165000	42
Chr04	170000	19
Chr04	175000	52
Chr04	185000	29
Chr04	190000	59
Chr04	195000	21
Chr04	200000	46
Chr04	205000	38
Chr04	210000	34
Chr04	215000	24
Chr04	220000	14
Chr04	240000	17
Chr04	260000	46
Chr04	265000	33
Chr04	270000	36
Chr04	275000	56
Chr04	285000	40
Chr04	290000	38
Chr04	295000	33
Chr04	305000	48
